Name,md5,Machine,SizeOfOptionalHeader,Characteristics,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,BaseOfData,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,SizeOfImage,SizeOfHeaders,CheckSum,Subsystem,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,NumberOfRvaAndSizes,SectionsNb,SectionsMeanEntropy,SectionsMinEntropy,SectionsMaxEntropy,SectionsMeanRawsize,SectionsMinRawsize,SectionMaxRawsize,SectionsMeanVirtualsize,SectionsMinVirtualsize,SectionMaxVirtualsize,ImportsNbDLL,ImportsNb,ImportsNbOrdinal,ExportNb,ResourcesNb,ResourcesMeanEntropy,ResourcesMinEntropy,ResourcesMaxEntropy,ResourcesMeanSize,ResourcesMinSize,ResourcesMaxSize,LoadConfigurationSize,VersionInformationSize,malware
VirusShare_820807e108099dcdc37ee84d8bb2ddf5,820807e108099dcdc37ee84d8bb2ddf5,332,224,33167,2,25,524288,28672,888832,1416352,892928,1417216,4194304.0,4096,512,4,0,0,0,4,0,1445888,4096,0,2,0,1048576,16384,1048576,4096,0,16,3,4.03251894765,0.0,7.92693857012,183637.333333,0,524288,480597.333333,28672,888832,9,14,0,0,259,4.73570098008,0.0,7.92018831893,2386.5984556,16,206742,0,18,1
basesrv.dll,168ea9cd9bd6056bb6f60b57d5304bbe,34404,240,8226,9,0,47616,6656,0,45624,4096,0,8793695256576.0,4096,512,6,1,6,1,6,1,69632,1024,69996,3,320,262144,4096,1048576,4096,0,16,5,3.47854849641,1.10307403996,6.1296614718,10342.4,512,47616,10665.6,398,47482,2,104,0,5,1,3.58318915363,3.58318915363,3.58318915363,924.0,924,924,0,16,0
mcstore.dll,bce12568e17af1823708420e8ee7ba51,332,224,8450,8,0,507904,126976,0,514110,8192,516096,1327300608.0,8192,4096,4,0,0,0,4,0,647168,4096,676200,3,34112,1048576,4096,1048576,4096,0,16,3,3.22064265673,0.0164084645156,5.88014421622,211626.666667,4096,507904,208957.333333,12,505924,1,1,0,0,2,3.60928595481,3.5464155809,3.67215632871,60368.5,936,119801,0,16,0
VirusShare_486f3802bc4fe77c1935e85ca5bdd6e4,486f3802bc4fe77c1935e85ca5bdd6e4,332,224,258,8,0,7680,308224,0,5339,4096,12288,4194304.0,4096,512,4,0,6,0,4,0,335872,1024,342679,2,34112,1048576,4096,1048576,4096,0,16,7,4.91670054965,0.0,7.99876324771,45129.1428571,0,175616,45103.5714286,348,175616,3,41,0,0,6,3.66461696229,2.11389386307,5.15540854179,1314.16666667,48,3752,0,23,1
AppleSoftwareUpdateIco.exe,314c76642049dd4e9b964bc333a620b1,332,224,8450,8,0,0,26624,0,0,4096,4096,268435456.0,4096,512,4,0,0,0,4,0,36864,512,0,2,1024,1048576,4096,1048576,4096,0,16,2,2.9934701036,0.0203931352361,5.96654707197,13312.0,512,26112,12876.0,8,25744,0,0,0,0,10,4.94759652872,2.89096912371,6.97469280719,2519.6,132,9640,0,0,0
VirusShare_3416501d1a5bffce48f45b3579b674b1,3416501d1a5bffce48f45b3579b674b1,332,224,258,10,0,28672,445952,16896,14819,4096,32768,4194304.0,4096,512,5,0,6,0,5,0,3977216,1024,726858,2,34112,1048576,4096,1048576,4096,0,16,6,2.65064184009,0.0,6.49788465186,30634.6666667,0,139264,661773.333333,3978,3362816,8,172,1,0,21,3.42072662405,1.86523352037,7.9688495098,6558.42857143,180,67624,0,0,1
VirusShare_9d14db0a0ee61c1c6c9e30efb2e64127,9d14db0a0ee61c1c6c9e30efb2e64127,332,224,258,10,0,118784,381952,0,59802,4096,122880,4194304.0,4096,512,5,1,0,0,5,1,520192,1024,553721,2,33088,1048576,4096,1048576,4096,0,16,5,5.63305887935,4.07818908128,7.96318213025,100147.2,9728,333824,101483.4,9358,333764,7,114,0,0,23,6.84157734779,2.45849222582,7.99217108612,14457.1304348,48,25410,72,15,1
VirusShare_f9acc842ba87b26e489fb24fdf6e79a4,f9acc842ba87b26e489fb24fdf6e79a4,332,224,783,2,56,30720,14848,154624,14348,4096,36864,4194304.0,4096,512,4,0,6,0,4,0,270336,1024,0,2,32768,2097152,4096,1048576,4096,0,16,7,3.39224326887,0.0,6.32762187806,8338.28571429,0,30720,35872.0,144,154280,8,155,0,0,8,4.0912689525,2.45849222582,5.86996923095,2088.75,48,9640,0,0,1
VirusShare_10ee2b554401f0c38a714f0e3ba5415f,10ee2b554401f0c38a714f0e3ba5415f,332,224,259,11,0,133632,74752,0,90315,4096,139264,4194304.0,4096,512,5,1,0,0,5,1,217088,1024,240488,2,33024,1048576,4096,1048576,4096,0,16,4,4.45372230645,2.29465855357,6.5710810168,49280.0,7168,133632,51892.5,6802,133266,4,109,2,0,6,3.62414241025,2.71930208419,5.2981557402,1067.0,48,3752,72,16,1
sqmapi.dll,3ce0eacb5f1c6ee2ec45587496a59390,34404,240,8226,8,0,155136,13312,0,132500,4096,0,8793714065408.0,4096,512,6,0,6,0,5,2,184320,1024,177165,2,64,262144,4096,1048576,4096,0,16,5,4.43065502787,3.20127703706,6.37005454661,33280.0,1024,155136,33502.0,936,155094,4,138,0,45,1,3.48999501523,3.48999501523,3.48999501523,928.0,928,928,0,17,0
VirusShare_4c21e3a17a24589279e91e14f1c0b1a6,4c21e3a17a24589279e91e14f1c0b1a6,332,224,259,9,0,62464,222720,0,25535,4096,69632,4194304.0,4096,512,5,0,0,0,5,0,307200,1024,300181,2,32768,1048576,4096,1048576,4096,0,16,4,5.56804529901,2.91690352222,7.05826007361,71296.0,5120,198144,73514.0,14396,198016,7,174,1,0,7,5.08158137122,2.65372549614,7.33161085929,28223.2857143,62,143682,0,0,1
photowiz.dll,54f9e51bf30626eac6fb086e36263fc0,34404,240,8226,9,0,306176,104960,0,233460,4096,0,8792740397056.0,4096,512,6,1,6,1,6,1,421888,1536,466397,2,320,262144,4096,1048576,4096,0,16,5,4.90101490051,2.50370210338,6.3229335333,81510.4,2048,306176,81959.8,1760,306167,17,341,30,7,26,3.97787389823,2.08149632953,6.8506544085,3028.61538462,20,10960,0,16,0
Microsoft.MediaCenter.TV.Tuners.Interop.dll,2c66db2944ae9a10ca1e51b7d083742b,332,224,8450,9,0,295424,35328,0,296158,4096,303104,1254227968.0,4096,512,6,1,6,1,6,1,344064,1024,351995,3,320,262144,4096,1048576,4096,0,16,4,3.58916798641,1.49633137307,5.99014432842,76672.0,1536,295424,82324.0,1168,295060,6,84,13,0,1,3.52286129751,3.52286129751,3.52286129751,1072.0,1072,1072,72,16,0
Microsoft.VisualStudio.Tools.Office.Word.HostAdapter.v10.0.ni.dll,ad3418395c55b378f805dab71e1acc72,332,224,8450,8,0,0,0,0,0,0,0,1143013376.0,4096,512,5,0,0,0,5,0,208896,512,0,3,1344,0,0,0,0,0,16,5,4.67879938602,1.55150381066,6.36784120963,38195.2,512,131584,37981.2,107,131523,0,0,0,0,1,3.41171919739,3.41171919739,3.41171919739,1364.0,1364,1364,0,18,0
VirusShare_dd3b11dc1e489e29377914b507a08183,dd3b11dc1e489e29377914b507a08183,332,224,258,10,0,120320,385024,0,61562,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,522078,2,33088,1048576,4096,1048576,4096,0,16,5,5.65247006243,4.14990094209,7.96279259334,101068.8,9728,330752,102619.0,9396,339620,3,89,0,0,6,3.75606821168,2.45849222582,5.31755235629,2739.5,48,9640,72,15,1
VirusShare_93db1516e9a976fd2ae1a3c3a40bd68f,93db1516e9a976fd2ae1a3c3a40bd68f,332,224,33166,2,25,47616,21504,0,49600,4096,53248,4194304.0,4096,512,4,0,6,0,4,0,98304,1024,2435679,2,32768,1048576,16384,1048576,4096,0,16,8,3.23295017913,0.0,6.45490796561,8640.0,0,47616,8993.125,8,47336,11,114,0,0,16,3.47341027379,1.17487463252,5.15619635787,647.125,16,2216,0,15,1
user32.dll,72d7b3ea16946e8f0cf7458150031cc6,34404,240,8226,9,0,525824,482304,0,118200,4096,0,2025979904.0,4096,512,6,1,6,1,6,1,1024000,1024,1031671,2,320,262144,4096,1048576,4096,0,16,6,4.84627430736,1.11202412505,6.42873610203,167936.0,1024,525824,167684.5,840,525403,3,323,0,846,170,3.3227636656,0.881982028482,7.97798487006,2120.47647059,34,67624,0,16,0
AudioSes.dll,c940f2f5c60b3727c5f18840735b229c,332,224,8450,9,0,169984,24064,512,40366,4096,184320,1825832960.0,4096,512,6,1,6,1,6,1,221184,1536,249103,3,320,262144,4096,1048576,4096,0,16,9,4.25031230758,0.0,6.61098044181,21560.8888889,0,156672,21322.0,40,156301,9,196,19,4,5,4.10754983515,2.90842024529,5.18206395788,1645.0,248,5522,72,16,0
VirusShare_8e69f31ad77dd8d60d9c410b95baedd3,8e69f31ad77dd8d60d9c410b95baedd3,332,224,33167,2,25,524288,28672,888832,1416352,892928,1417216,4194304.0,4096,512,4,0,0,0,4,0,1445888,4096,0,2,0,1048576,16384,1048576,4096,0,16,3,4.03251894765,0.0,7.92693857012,183637.333333,0,524288,480597.333333,28672,888832,9,14,0,0,259,4.73570098008,0.0,7.92018831893,2386.5984556,16,206742,0,18,1
atmlib.dll,7d27e63b54db093bb0d9e95f81094d75,332,224,8450,9,0,29696,4608,0,26518,4096,36864,1342177280.0,4096,512,6,1,6,1,6,1,49152,1024,43518,3,320,262144,4096,1048576,4096,0,16,4,3.61572760682,0.299050910335,6.18735645252,8320.0,512,29696,8352.0,1176,29534,5,75,0,76,1,3.54460666075,3.54460666075,3.54460666075,1080.0,1080,1080,72,17,0
VirusShare_c0d8cd109ca33a7bd29a3112f3862499,c0d8cd109ca33a7bd29a3112f3862499,332,224,259,8,0,61440,81920,0,32440,4096,65536,4194304.0,4096,4096,4,0,0,0,4,0,8724480,4096,0,2,0,32000,4096,32000,4096,0,16,5,5.34793018166,1.58483136625,7.99856392443,1739980.8,8192,8577024,1742191.6,10738,8577024,5,177,1,0,21,4.03997412841,2.47759299386,6.01045384842,1786.76190476,110,9640,72,0,1
VirusShare_e87c88aaf0faaf4f12da2d33d04124a4,e87c88aaf0faaf4f12da2d33d04124a4,332,224,33167,2,25,520192,28672,880640,1401968,884736,1404928,4194304.0,4096,512,4,0,0,0,4,0,1433600,4096,0,2,0,1048576,16384,1048576,4096,0,16,3,4.03165118205,0.0,7.92616815858,181589.333333,0,518144,476501.333333,28672,880640,9,14,0,0,260,4.92447888247,0.0,7.91316024272,2309.9,16,188437,0,18,1
ntdsai.dll,3b3a44a5dabb22264a74ca8e97e6e5ff,34404,240,8226,9,0,2095104,670720,0,126652,4096,0,8793305186304.0,4096,512,6,1,6,1,6,1,2785280,2560,2763578,3,320,262144,4096,1048576,4096,0,16,7,4.74278852415,0.843749316826,6.31142042023,388388.571429,1024,2087424,394948.428571,976,2087315,39,701,44,165,1,3.53536783323,3.53536783323,3.53536783323,880.0,880,880,0,16,0
VirusShare_9d2c35bb4e2e4e8a2851933f34a7a75d,9d2c35bb4e2e4e8a2851933f34a7a75d,332,224,258,10,0,28672,445952,16896,14819,4096,32768,4194304.0,4096,512,5,0,6,0,5,0,8429568,1024,653661,2,34112,1048576,4096,1048576,4096,0,16,6,3.63727487248,0.0,6.49788465186,10496.0,0,28672,1403474.66667,3978,7933952,8,172,1,0,9,3.58695098938,2.45849222582,5.19837435932,1927.66666667,48,9640,0,13,1
VirusShare_b4a9b5e0f6eebdfe3de64c58747bfeb5,b4a9b5e0f6eebdfe3de64c58747bfeb5,332,224,258,10,0,120320,385024,0,61562,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,540163,2,33088,1048576,4096,1048576,4096,0,16,5,5.65247006243,4.14990094209,7.96279259334,101068.8,9728,330752,102619.0,9396,339620,3,89,0,0,6,3.75606821168,2.45849222582,5.31755235629,2739.5,48,9640,72,15,1
VirusShare_298e0d5f4481360f61b3b226dfc06625,298e0d5f4481360f61b3b226dfc06625,332,224,258,8,0,7680,332288,0,5339,4096,12288,4194304.0,4096,512,4,0,6,0,4,0,360448,1024,409923,2,34112,1048576,4096,1048576,4096,0,16,7,4.86779610263,0.0,7.99812150231,48566.8571429,0,199680,48550.7142857,348,199680,3,41,0,0,6,3.66727393499,2.2008864671,5.15540854179,1314.16666667,48,3752,0,23,1
VirusShare_bdb4055628cc5f1ac6788acea65c7e66,bdb4055628cc5f1ac6788acea65c7e66,332,224,258,11,0,113664,682496,0,24735,4096,118784,4194304.0,4096,512,5,1,0,0,5,1,851968,1024,2018160832,2,33088,1048576,4096,1048576,4096,0,16,3,4.26337706158,0.206920017787,7.99894163996,94549.3333333,512,246272,281429.333333,512,806912,4,7,1,0,7,4.45336795506,2.62307816502,7.96700202426,80992.8571429,62,534528,0,0,1
VirusShare_ae7821af988b95417974c4ee3c45df9b,ae7821af988b95417974c4ee3c45df9b,332,224,258,10,0,120320,385024,0,61658,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,538942,2,33088,1048576,4096,1048576,4096,0,16,5,5.63083047956,4.05523079353,7.96309190478,101068.8,9728,330752,102625.0,9400,339684,2,87,0,0,6,3.67288130951,2.45849222582,5.31755235629,2738.83333333,48,9640,72,15,1
VirusShare_b858e9c055ae09024336d45316036b3c,b858e9c055ae09024336d45316036b3c,332,224,258,8,0,7680,309760,0,5339,4096,12288,4194304.0,4096,512,4,0,6,0,4,0,339968,1024,335617,2,34112,1048576,4096,1048576,4096,0,16,7,4.91468746788,0.0,7.99771678305,45348.5714286,0,177152,45323.0,348,177152,3,41,0,0,6,3.67214931009,2.14991961447,5.15540854179,1314.16666667,48,3752,0,23,1
AspNetMMCExt.dll,11b30a8447a724c6e9fbf6261ac0da6e,332,224,8462,8,0,495616,8192,0,499822,8192,507904,1611333632.0,8192,4096,4,0,0,0,4,0,524288,4096,531039,3,1024,1048576,4096,1048576,4096,0,16,3,2.21543678009,0.0164084645156,5.50266607361,167936.0,4096,495616,164232.0,12,491636,1,1,0,0,1,3.52723560883,3.52723560883,3.52723560883,960.0,960,960,0,17,0
VirusShare_97944f35cea7e60e2f3e57c606535eb6,97944f35cea7e60e2f3e57c606535eb6,332,224,258,11,0,108032,367104,0,19657,4096,114688,4194304.0,4096,512,5,1,0,0,5,1,487424,1024,2018342552,2,33088,1048576,4096,1048576,4096,0,16,5,5.32424744642,3.95198543706,6.54422117132,93286.4,6656,286208,94843.4,15284,286136,4,87,1,0,7,5.11655097223,2.61517131025,6.30967892014,40810.0,62,270848,72,0,1
kbd101.dll,001d7099c3db8e53a955ff4d66e25aa2,34404,240,8226,9,0,0,6656,0,0,4096,0,6597069701120.0,4096,512,6,1,6,1,6,1,20480,1024,33095,1,320,262144,4096,1048576,4096,0,16,3,2.87460758538,2.48557367293,3.64110115051,2218.66666667,512,4608,1898.0,198,4464,0,0,0,2,1,3.55700291292,3.55700291292,3.55700291292,932.0,932,932,0,16,0
msfeeds.dll,8e2367646f2a91019c34d65d3fa7fb2c,332,224,8450,9,0,433664,194560,0,5694,4096,544768,370671616.0,4096,512,6,1,6,1,5,1,638976,1024,686300,2,320,262144,4096,1048576,4096,0,16,4,5.38827576132,3.30311360657,6.65877931322,156672.0,3072,433664,156866.0,4544,433260,6,255,51,3,8,4.36759983732,2.81694031209,4.93390119344,21386.375,216,50578,72,17,0
OSPPREARM.EXE,b564813017c95b612a1c0f255f5fe3a2,34404,240,34,9,0,3584,6656,0,5248,4096,0,5368709120.0,4096,512,5,2,0,0,5,2,28672,1024,53847,3,32832,1048576,4096,1048576,4096,0,16,6,2.88989378834,0.348410964182,6.07126386997,1450.66666667,512,3584,1432.83333333,36,3513,3,48,0,0,1,5.02719857479,5.02719857479,5.02719857479,600.0,600,600,0,0,0
VirusShare_1aeabd5bc2a940e89f7919cbdc378223,1aeabd5bc2a940e89f7919cbdc378223,332,224,258,11,0,113664,682496,0,24735,4096,118784,4194304.0,4096,512,5,1,0,0,5,1,851968,1024,2018160272,2,33088,1048576,4096,1048576,4096,0,16,3,4.26337706158,0.206920017787,7.99894163996,94549.3333333,512,246272,281429.333333,512,806912,4,7,1,0,7,4.45336795506,2.62307816502,7.96700202426,80992.8571429,62,534528,0,0,1
VirusShare_734f67aa6571bcb8239b3813c75c8e01,734f67aa6571bcb8239b3813c75c8e01,332,224,258,11,0,111616,698880,0,19956,4096,118784,4194304.0,4096,512,5,1,0,0,5,1,823296,1024,2018678416,2,33088,1048576,4096,1048576,4096,0,16,5,5.43702728856,3.90904705185,6.55430524912,160358.4,6656,601088,161880.8,15284,600992,4,88,1,0,8,5.84950097777,2.72074324837,7.80705829562,75059.25,76,550400,72,0,1
VirusShare_0b5a86141843a5df521a75fb1adad5c3,0b5a86141843a5df521a75fb1adad5c3,332,224,8450,9,0,1860608,707584,0,1604886,4096,1867776,1627389952.0,4096,512,5,0,4,84,5,0,2588672,1024,2612271,2,320,1048576,4096,1048576,4096,0,16,5,5.42525087817,4.77989552269,6.33659451,513638.4,2048,1860608,514510.8,1596,1860123,5,511,0,282,2,4.22418278056,3.42767047823,5.02069508289,717.0,598,836,72,14,1
VirusShare_7e4b5b282dad16ceb8c8130c628e87c9,7e4b5b282dad16ceb8c8130c628e87c9,332,224,258,11,0,111104,787968,0,22299,4096,118784,4194304.0,4096,512,5,1,0,0,5,1,913408,1024,2018767024,2,33088,1048576,4096,1048576,4096,0,16,5,5.78013458672,4.47656433189,6.56870158196,178073.6,6656,696832,179467.6,9742,696432,4,88,1,0,13,5.18239788647,2.92096832923,7.38883681066,53513.3076923,146,598016,72,0,1
VirusShare_93dadcef1d51949af156f0d582f500d3,93dadcef1d51949af156f0d582f500d3,332,224,258,11,0,111104,694272,0,22431,4096,118784,4194304.0,4096,512,5,1,0,0,5,1,819200,1024,2018673856,2,33088,1048576,4096,1048576,4096,0,16,5,5.77180062937,4.43701754351,6.5680320373,159334.4,6656,620544,160829.2,9510,620144,4,88,1,0,13,5.1987791532,2.92096832923,7.38883681066,47645.0,146,521728,72,0,1
VirusShare_c9708436078d207cbc206880ec47de3c,c9708436078d207cbc206880ec47de3c,332,224,8450,9,0,8192,4096,20480,29232,24576,32768,487653376.0,4096,512,5,0,0,0,5,0,36864,4096,0,2,0,1048576,4096,1048576,4096,0,16,3,3.52431410553,0.0,7.45889892886,2048.0,0,5632,10922.6666667,4096,20480,4,8,1,1,0,0.0,0.0,0.0,0.0,0,0,72,0,1
VirusShare_bd0900c61968e9a9e4e065453be4648e,bd0900c61968e9a9e4e065453be4648e,332,224,258,10,0,120320,385024,0,61562,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,544171,2,33088,1048576,4096,1048576,4096,0,16,5,5.63344949696,4.05376582193,7.96257816425,101068.8,9728,330752,102626.2,9400,339652,3,89,0,0,6,3.67198581831,2.45849222582,5.31755235629,2739.5,48,9640,72,15,1
tzres.dll,9f5ca4c8e154b71315a04e95a1ba79d2,34404,240,8226,9,0,0,1536,0,0,4096,0,4194304.0,4096,512,6,1,6,1,6,1,8192,512,5189,2,320,262144,4096,1048576,4096,0,16,1,2.95620730712,2.95620730712,2.95620730712,1536.0,1536,1536,1288.0,1288,1288,0,0,0,0,2,3.12037735468,2.6768325827,3.56392212665,554.0,200,908,0,16,0
VirusShare_06823a1dcc7e59781493f15e9a17bbf7,06823a1dcc7e59781493f15e9a17bbf7,332,224,258,8,0,7680,306688,0,5339,4096,12288,4194304.0,4096,512,4,0,6,0,4,0,335872,1024,353142,2,34112,1048576,4096,1048576,4096,0,16,7,4.88664270914,0.0,7.99882840423,44909.7142857,0,174080,44884.1428571,348,174080,3,41,0,0,6,3.40823010638,2.14607134809,5.15540854179,1314.16666667,48,3752,0,23,1
VirusShare_20b06a1c68bf4f324c5e8ba3185ecc01,20b06a1c68bf4f324c5e8ba3185ecc01,332,224,258,10,0,120320,385024,0,61578,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,520211,2,33088,1048576,4096,1048576,4096,0,16,5,5.64644365076,4.11726411592,7.96277585234,101068.8,9728,330752,102623.8,9404,339652,3,89,0,0,6,3.72982390563,2.45849222582,5.31755235629,2739.5,48,9640,72,15,1
VirusShare_36b371e6b87187558048819ecf891c0d,36b371e6b87187558048819ecf891c0d,332,224,258,11,0,113664,682496,0,24735,4096,118784,4194304.0,4096,512,5,1,0,0,5,1,851968,1024,2018161488,2,33088,1048576,4096,1048576,4096,0,16,3,4.26337706158,0.206920017787,7.99894163996,94549.3333333,512,246272,281429.333333,512,806912,4,7,1,0,7,4.45336795506,2.62307816502,7.96700202426,80992.8571429,62,534528,0,0,1
System.Web.RegularExpressions.ni.dll,53b448f31c733f6283681e26fcfac15b,34404,240,8226,8,0,0,0,0,0,0,0,6881844133888.0,4096,512,5,2,0,0,5,2,278528,1024,0,3,64,0,0,0,0,0,16,6,3.02227571302,0.694970408762,6.50854806502,43349.3333333,512,214528,43198.0,42,214510,0,0,0,0,1,3.55040009725,3.55040009725,3.55040009725,1060.0,1060,1060,0,17,0
xmllite.dll,d6f630c1fd7f436316093ae500363b19,34404,240,11298,9,0,160768,37888,0,4196,4096,0,8792598380544.0,4096,512,6,1,6,1,5,2,217088,1024,224987,2,64,262144,4096,1048576,4096,0,16,6,4.63023355764,3.09816462789,6.29650290175,33109.3333333,1024,160768,32983.3333333,968,160464,2,34,0,6,1,3.41325091102,3.41325091102,3.41325091102,872.0,872,872,0,17,0
stub_fpsrvwin.exe,139a0c38a356ddf559b6cf2471d03adc,332,224,271,6,0,40960,24576,0,5831,4096,45056,4194304.0,4096,4096,4,0,0,0,4,0,69632,4096,102289,2,0,1048576,4096,1048576,4096,0,16,4,4.03601868719,2.34437476431,6.3914710042,15360.0,4096,40960,14610.5,3232,38486,3,76,0,0,5,3.15967367543,2.37085907723,3.46498910089,573.6,34,1280,0,16,0
msfeedssync.exe,a73a5b20ce6740fac94ba002dac3152e,332,224,258,9,0,11264,5120,0,7824,4096,16384,16777216.0,4096,512,6,1,6,1,5,1,28672,1024,65622,2,33088,262144,8192,1048576,4096,0,16,4,4.67218497232,2.51420020861,6.4021433664,3840.0,1024,11264,3881.0,1040,11134,8,56,1,0,1,3.54637555473,3.54637555473,3.54637555473,944.0,944,944,72,16,0
msrating.dll,1c59f640f55474443d1f42a962b355d8,332,224,8450,9,0,138240,60416,0,6885,4096,143360,1821638656.0,4096,512,6,1,6,1,5,1,208896,1024,235215,2,320,262144,4096,1048576,4096,0,16,4,5.11486149206,2.92237716644,6.65191479497,48512.0,4096,138240,49517.25,6596,138105,9,182,8,34,47,3.13851326043,1.80243293793,5.54233651543,904.978723404,20,9640,72,17,0
VirusShare_55fc6df6977ee0eeb8aacfc0f7d20ad3,55fc6df6977ee0eeb8aacfc0f7d20ad3,332,224,271,6,0,23040,119808,1024,12491,4096,28672,4194304.0,4096,512,4,0,6,1,4,0,200704,1024,0,2,32768,1048576,4096,1048576,4096,0,16,5,4.09021486694,0.0,6.43310034828,7782.4,0,23040,37738.0,4496,110456,8,155,1,0,18,2.91738725888,1.78149632953,5.10608952731,500.833333333,20,4264,0,0,1
VirusShare_ff915e882e74b576494b39241edcad17,ff915e882e74b576494b39241edcad17,332,224,258,10,0,119808,385024,0,61532,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,539139,2,33088,1048576,4096,1048576,4096,0,16,5,5.65935611278,4.15850637054,7.96309810922,100966.4,9728,330752,102635.8,9416,339716,3,90,0,0,6,3.75279847985,2.45849222582,5.31755235629,2738.83333333,48,9640,72,15,1
jsproxy.dll,6ddc0f44a70976c492cb1666ba9a7912,332,224,8450,11,0,38912,7168,0,14064,4096,45056,268435456.0,4096,512,6,3,6,3,6,1,69632,1024,56710,2,16704,262144,4096,1048576,4096,0,16,7,3.80633610547,0.146070624505,6.37785251011,6582.85714286,512,37888,6325.28571429,144,37580,4,73,1,6,1,3.5469647806,3.5469647806,3.5469647806,908.0,908,908,92,16,0
user32.dll,1800f293bccc8ede8a70e12b88d80036,332,224,8462,7,10,388608,188928,0,125320,4096,372736,2010382336.0,4096,512,5,1,5,1,4,0,589824,1024,588602,2,0,262144,4096,1048576,4096,0,16,4,5.19506851161,2.38553717588,6.77648824699,144000.0,3072,388608,144238.75,4480,388583,3,310,0,732,138,3.14593317698,1.48863817826,6.17616460294,1195.50724638,20,9640,72,16,0
usp10.dll,e4accc7927a1478df636534864e03666,34404,240,8226,9,0,532480,278528,0,502708,4096,0,8793778552832.0,4096,512,6,1,6,1,6,1,823296,1024,842310,2,320,262144,4096,1048576,4096,0,16,6,4.63754280616,1.87954655081,6.65975260428,133376.0,512,532480,134831.166667,4728,532027,4,123,0,44,3,4.86365378084,3.5281458721,6.72116108458,23983.3333333,968,69924,0,16,0
olepro32.dll,c10459dbdc2099c5a8428cb7d87db85f,332,224,8450,9,0,70656,20480,0,10068,4096,77824,50069504.0,4096,512,6,1,6,1,6,1,102400,1024,96178,3,320,262144,4096,1048576,4096,0,16,4,5.0460922271,3.41479583203,6.53789555569,22272.0,512,70656,22586.25,2260,70337,7,197,6,11,3,3.5563831596,2.78566768476,4.36022459955,4521.66666667,216,12445,72,14,0
VirusShare_48f54796a2783f602dcafdb60c53fbef,48f54796a2783f602dcafdb60c53fbef,332,224,3343,6,0,172032,361472,0,166002,4096,176128,4194304.0,4096,512,4,0,0,0,4,0,544768,1024,0,2,0,1048576,4096,1048576,4096,0,16,4,5.52634214018,4.28289920797,6.61781740583,49792.0,4608,172032,133105.25,4304,346936,11,274,3,0,10,3.08931947891,1.91924070464,4.83440006693,360.6,20,978,0,0,1
Apphlpdm.dll,d99621c0735b21dcc8bc4fef02f379ef,332,224,8450,9,0,14848,14336,0,14993,4096,20480,268435456.0,4096,512,6,1,6,1,6,1,40960,1024,58855,3,320,262144,4096,1048576,4096,0,16,4,4.21678444594,0.278747324313,6.27554687613,7168.0,512,14848,7111.0,908,14724,11,88,0,3,9,3.86179970527,2.62911951812,5.28802147847,1254.44444444,90,4264,72,16,0
msadce.dll,cc2adbb0fb13ca659a169df5a6182594,332,224,8462,7,10,307200,20480,0,115353,4096,299008,1946550272.0,4096,4096,5,1,5,1,4,0,331776,4096,336196,2,0,262144,4096,1048576,4096,0,16,4,4.29001747118,1.21463123139,6.45612005269,81920.0,4096,307200,80797.75,1224,306439,7,145,17,4,2,2.74658506566,2.04081430996,3.45235582137,529.0,70,988,72,17,0
VirusShare_ceef69725e578e7cb5c895917d8b54dc,ceef69725e578e7cb5c895917d8b54dc,332,224,258,10,0,118784,383488,0,59882,4096,122880,4194304.0,4096,512,5,1,0,0,5,1,520192,1024,521439,2,33088,1048576,4096,1048576,4096,0,16,5,5.67394225109,4.22647927728,7.9653014998,100454.4,9728,334336,101857.4,9364,334084,7,113,0,0,16,6.37813085659,2.45849222582,7.99268848362,20821.9375,48,33945,72,14,1
bitsadmin.exe,8b16b84e673285923f9a8ec613d10590,34404,240,34,9,0,219648,96256,0,198856,4096,0,4294967296.0,4096,512,6,1,6,1,6,1,331776,1024,252213,3,33088,524288,8192,1048576,4096,0,16,5,3.90893083155,1.81766607182,5.54937969807,46284.8,1536,219648,62961.6,1464,219624,8,167,1,0,3,3.73289633065,2.6968325827,4.92886434417,604.666666667,200,932,0,16,0
